A forecasting and prediction methodology for improving the blue economy resilience to climate change in the romanian lower danube euroregion,"European Union (EU) policy encourages the development of a blue economy (BE) by un-locking the full economic potential of oceans, seas, lakes, rivers and other water resources, especially in member countries in which it represents a low contribution to the national economy (under 1%). However, climate change represents a main barrier to fully realizing a BE. Enabling conditions that will support the sustainable development of a BE and increase its climate resiliency must be promoted. Romania has high potential to contribute to the development of the EU BE due to its geo-graphic characteristics, namely the presence of the Danube Delta–Black Sea macrosystem, which is part of the Romanian Lower Danube Euroregion (RLDE). Aquatic living resources represent a sector which can significantly contribute to the growth of the BE in the RLDE, a situation which imposes restrictions for both halting biodiversity loss and maintaining the proper conditions to maximize the benefits of the existing macrosystem. It is known that climate change causes water quality problems, accentuates water level fluctuations and loss of biodiversity and induces the destruction of habitats, which eventually leads to fish stock depletion. This paper aims to develop an analytical framework based on multiple linear predictive and forecast models that offers cost‐efficient tools for the monitoring and control of water quality, fish stock dynamics and biodiversity in order to strengthen the resilience and adaptive capacity of the BE of the RLDE in the context of climate change. The following water‐dependent variables were considered: total nitrogen (TN); total phosphorus (TP); dissolved oxygen (DO); pH; water temperature (wt); and water level, all of which were measured based on a series of 26 physicochemical indicators associated with 4 sampling areas within the RLDE (Brăila, Galați, Tulcea and Sulina counties). Predictive models based on fish species catches associated with the Galati County Danube River Basin segment and the ʺDanube Delta” Biosphere Reserve Administration territory were included in the analytical framework to establish an efficient tool for monitoring fish stock dynamics and structures as well as identify methods of controlling fish biodiversity in the RLDE to enhance the sustainable development and resilience of the already‐existing BE and its expansion (blue growth) in the context of aquatic environment climate variation. The study area reflects the integrated approach of the emerging BE, focused on the ocean, seas, lakes and rivers according to the United Nations Agenda. The results emphasized the vulnerability of the RLDE to climate change, a situation revealed by the water level, air temperature and water quality parameter trend lines and forecast models. Considering the sampling design applied within the RLDE, it can be stated that the Tulcea county Danube sector was less affected by climate change compared with the Galați county sector as confirmed by water TN and TP forecast analysis, which revealed higher increasing trends in Galați compared with Tulcea. The fish stock biodiversity was proven to be affected by global warming within the RLDE, since peaceful species had a higher upward trend compared with predatory species. Water level and air temperature forecasting analysis proved to be an important tool for climate change monitoring in the study area. The resulting analytical framework confirmed that time series methods could be used together with machine learning prediction methods to highlight their synergetic abilities for monitoring and predicting the impact of climate change on the marine living resources of the BE sector within the RLDE. The forecasting models developed in the present study were meant to be used as methods of revealing future information, making it possible for decision makers to adopt proper management solutions to prevent or limit the negative impacts of climate change on the BE. Through the identified independent variables, prediction models offer a solution for managing the dependent variables and the possibility of performing less cost‐demanding aquatic environment monitoring activities. © 2021 by the authors. Licensee MDPI, Basel, Switzer-."
Predicting susceptibility to landslides under climate change impacts in metropolitan areas of South Korea using machine learning,"Landslides cause considerable damage to life and property worldwide. In order to prevent and respond to landslides, it is necessary to identify vulnerable areas. This study identified areas that are likely to be damaged by landslides and aimed to predict future landslides. We compared and analyzed areas using machine learning (ML) algorithms, and conducted susceptibility mapping and landslide prediction using an algorithm that produced excellent results. For landslide predictions, the probability distribution of precipitation in the representative concentration pathway scenario 8.5 was used. We accounted for future uncertainties by using several regional climate model scenarios. Comparing the performances of different ML algorithms, the overall prediction accuracy of the random forest (0.932) was excellent. Susceptibility to landslides in the future determined using the random forest and five other regional climate models exhibited minor differences, but the average susceptibility increased over time. In addition, many urban areas are distributed around forest areas that have high landslide vulnerabilities, which provide important perspectives for urban and environmental planning. © 2021 The Author(s). Published by Informa UK Limited, trading as Taylor & Francis Group."
Resilient Operation of Distribution Grids Using Deep Reinforcement Learning,"This paper utilizes deep reinforcement learning (DRL) to develop an intelligent resilience controller (IRC) that devises fast real-time operation decisions to strategically dispatch distributed generation and energy storage units for restoring power to customers after sudden outages. The proposed IRC learns the failure development pattern of uncertain high impact events and is able to explore a large action space in the partially observable state space of distribution grids under widespread outages. A spatio-temporal hurricane impact analysis model is presented as an example of uncertain high impact events, and its parameters are used in training the IRC model, and prepare it for similar events. In the proposed model, the distribution grid operation under uncertainty is modeled as a Markov decision process (MDP), and actions taken by the operator are rewarded based on operation costs. Since the number of distributed energy resources can be significant, the scalability issue of the method is addressed by reformulating the problem as a sequential MDP. The proposed model is implemented on a test distribution grid undergoing a hurricane, and its performance is compared with common operation strategies, indicating the superiority of the proposed model in terms of reduced outage cost and close to zero running time. Further analysis shows the robustness of the proposed model to deviations from the training set. IEEE"
Augmented Convolutional LSTMs for Generation of High-Resolution Climate Change Projections,"Projection of changes in extreme indices of climate variables such as temperature and precipitation are critical to assess the potential impacts of climate change on human-made and natural systems, including critical infrastructures and ecosystems. While impact assessment and adaptation planning rely on high-resolution projections (typically in the order of a few kilometers), state-of-the-art Earth System Models (ESMs) are available at spatial resolutions of few hundreds of kilometers. Current solutions to obtain high-resolution projections of ESMs include downscaling approaches that consider the information at a coarse-scale to make predictions at local scales. Complex and non-linear interdependence among local climate variables (e.g., temperature and precipitation) and large-scale predictors (e.g., pressure fields) motivate the use of neural network-based super-resolution architectures. In this work, we present auxiliary variables informed spatio-temporal neural architecture for statistical downscaling. The current study performs daily downscaling of precipitation variable from an ESM output at 1.15 degrees (115 km) to 1/4 degrees (25 km) over one of the most climatically diversified countries, India. We showcase significant improvement gain against two popular state-of-the-art baselines with a better ability to predict statistics of extreme events. To facilitate reproducible research, we make available all the codes, processed datasets, and trained models in the public domain. © 2013 IEEE."
Modeling Urban Futures: Data-Driven Scenarios of Climate Change and Vulnerability in Cities,"Cities are complex systems where social, ecological, and technological processes are deeply coupled. This coupling complicates urban planning and land use development, as changing one facet of the urban fabric will likely impact the others. As cities grapple with climate change, there is a growing need to envision urban futures that not only address more frequent and intense severe weather events but also improve day-to-day livability. Here we examine climate risks as functions of the local land use with numerical models. These models leverage a wide array of data sources, from satellite imagery to tax assessments and land cover. We then present a machine-learning cellular automata approach to combine historical land use change with local coproduced urban future scenarios. The cellular automata model uses historical and ancillary data like existing road systems and natural features to develop a set of probabilistic land use change rules, which are then modified according to stakeholder priorities. The resulting land use scenarios are evaluated against historical flood hazards, showcasing how they perform against stakeholder expectations. Our work shows that coproduced scenarios, when grounded with historical and emerging data, can provide paths that increase resilience to weather hazards as well as enhancing ecosystem services provided to citizens. © 2021, This is a U.S. government work and not under copyright protection in the U.S.; foreign copyright protection may apply."
A Distributed Artificial Intelligence Framework to Evolve Infrastructure Resilience in Telecommunications Sector,"Severe natural threats have been increased by climate changes and this originates various high-level threats. This paper discusses the concept of resilience in the context of these problems for telecommunications sector. One of the recent examples that led to a wide power instability was the power cut off. Many telecommunications operators forced actions to limit the spread of natural risks. The paper’s main focus is on two main purposes, the first one is the to propose a mechanism for enhancing resilience in telecom infrastructure, while the second purpose is to quantify the financial value to achieve this resilience. From this point, early definitions of power systems resilience were provided. Then, we examine the main effects of natural disasters on the resilience of the infrastructure in telecommunication sectors, especially the ones related to energy. Eventually, a decentralized plan of action is proposed for a Resilient Management System (RMS) with the aid of demand response resources and distributed storage. The high-precision model which we pro-pose provides telecom operators, regulatory authorities and IT sectors with a clear image for taking defensive measures and making strategic decisions. © 2021, The Author(s), under exclusive license to Springer Nature Switzerland AG."
Assessment of Urban Infrastructures Exposed to Flood Using Susceptibility Map and Google Earth Engine,"Acute hydrological natural hazards, such as floods, not only affect the lives and properties of people but also cause severe damage to the critical infrastructures, which needs to be function even in substandard situations. Therefore, it is significant to predict the flood-prone areas for understanding how critical infrastructures are exposed to massive flooding. For this aim, flood-prone areas and their susceptibility are mapped using machine learning techniques including boosted regression tree (BRT) and generalized linear model (GLM) with the help of Sentinel 3 satellite images in Google Earth Engine. The BRT model achieved the highest precision (AUC = 81.10%) in comparison to GLM (AUC = 78.30%) and was utilized for evaluating the flood risk on critical infrastructures. In addition, the flood risk in four large and famous watersheds, namely Zohre, Dorodzan, Tashk-Bakhtegan, and Qareagaj located in Fars Province was analyzed, among which Zohre had the highest risk to flooding. The assessment of flood risk on critical infrastructures, such as hospitals, pharmacies, banks, fire stations, automated teller machines, fuel stations, speed cameras, and mosques located in Shiraz County (capital of Fars Province) disclosed that these structures had high and very high flood hazard. The evaluation of flood risk on schools situated in nine most populated cities of Fars Province was also carried out, which revealed that Shiraz had the maximum percentage (92.98%) and Marvdasht had the least percentage (60.75%) of schools that fall under very high risk. This article aids the decision makers in better planning for flood resilience and risk management. © 2008-2012 IEEE."
Disaster resilience in Pakistan: A comprehensive multi-dimensional spatial profiling,"Building disaster-resilient communities require operative resilience frameworks enabling factual decision-making and resource allocation at national and sub-national scales. While Pakistan is frequently hit by several natural hazards (i.e., floods, droughts, earthquakes, and extreme heatwaves) resulting in devastating impacts, no national-level higher-resolution disaster resilience information is available to provide references for informed planning. Hence, this study provides a, first of its kind, multi-level comprehensive disaster resilience evaluation in Pakistan. To do so, data on a customized list of indicators within three key resilience sub-components (i.e., economic, institutional, and social) are acquired to compute a resilience index. Frequency distribution and the Analysis of Variance (ANOVA) methods are employed to analyse the differences between different resilience indices and a cross-regional assessment is carried out at the sub-national level. Subsequently, an extensive spatial assessment is performed using geo-information models (i.e., Global Moran's I, Local Indicators of Spatial Association, and machine learning-based multivariate clustering) to explore the global and local geographies of the resilience. Based on ANOVA, significant differences between the resilience sub-components are found (95% confidence). The geographical distribution of resilience scores ascertains a large spatial heterogeneity across the study area with the least resilient regions belonging to Sindh and Balochistan provinces (95% confidence). As shown by the machine learning-based multivariate clustering, the least resilient regions particularly lack in economic and institutional aspects of disaster resilience. The findings provide important references to ensure resilience management-related cross-regional equity and justice. The rigorous analyses regarding the geographies of disaster resilience in Pakistan are important to support the country's disaster risk reduction efforts. While the results are useful for practitioners, decision-makers, and professionals in the risk management field, the study has important policy-relevant implications in the context of disaster risk mitigation strategies. © 2020 Elsevier Ltd"
Toward the probabilistic forecasting of cyclone-induced marine flooding by overtopping at Reunion Island aided by a time-varying random-forest classification approach,"In 2017, Irma and Maria highlighted the vulnerability of small islands to cyclonic events and the necessity of advancing the forecast techniques for cyclone-induced marine flooding. In this context, this paper presents a generic approach to deriving time-varying inundation forecasts from ensemble track and intensity forecasts applied to the case of Reunion Island in the Indian Ocean. The challenge for volcanic islands is to account for the full complexity of wave overtopping processes while also ensuring a robustness and timeliness that are compatible with emergency requirements. The challenge is addressed by following a hybrid approach relying on the combination of process-based models with a statistical model (herein, a random-forest classifier) trained with a precalculated database. The latter enables one to translate any time series of coastal marine conditions into the time-varying probability of inundation for different sectors. The application detailed for the case of Cyclone Dumile at Sainte-Suzanne city shows that the proposed approach enables quick discrimination, in both space and time, thereby identifying safe and exposed areas and demonstrating that probabilistic forecasting of marine flooding by overtopping is feasible. The whole method can be easily adapted to other territories and scales provided that validated process-based models are available. Beyond early warning applications, the developed database and statistical models may also be used for informing risk prevention and adaptation strategies. © 2020, Springer Nature B.V."
Improved Transferability of Data-Driven Damage Models Through Sample Selection Bias Correction,"Damage models for natural hazards are used for decision making on reducing and transferring risk. The damage estimates from these models depend on many variables and their complex sometimes nonlinear relationships with the damage. In recent years, data-driven modeling techniques have been used to capture those relationships. The available data to build such models are often limited. Therefore, in practice it is usually necessary to transfer models to a different context. In this article, we show that this implies the samples used to build the model are often not fully representative for the situation where they need to be applied on, which leads to a “sample selection bias.” In this article, we enhance data-driven damage models by applying methods, not previously applied to damage modeling, to correct for this bias before the machine learning (ML) models are trained. We demonstrate this with case studies on flooding in Europe, and typhoon wind damage in the Philippines. Two sample selection bias correction methods from the ML literature are applied and one of these methods is also adjusted to our problem. These three methods are combined with stochastic generation of synthetic damage data. We demonstrate that for both case studies, the sample selection bias correction techniques reduce model errors, especially for the mean bias error this reduction can be larger than 30%. The novel combination with stochastic data generation seems to enhance these techniques. This shows that sample selection bias correction methods are beneficial for damage model transfer. © 2020 Society for Risk Analysis"
"Fusion-based framework for meteorological drought modeling using remotely sensed datasets under climate change scenarios: Resilience, vulnerability, and frequency analysis","Severe drought events in recent decades and their catastrophic effects have called for drought prediction and monitoring needed for developing drought readiness plans and mitigation measures. This study used a fusion-based framework for meteorological drought modeling for the historical (1983–2016) and future (2020–2050) periods using remotely sensed datasets versus ground-based observations and climate change scenarios. To this aim, high-resolution remotely sensed precipitation datasets, including PERSIANN-CDR and CHIRPS (multi-source products), ERA5 (reanalysis datasets), and GPCC (gauge-interpolated datasets), were employed to estimate non-parametric SPI (nSPI) as a meteorological drought index against local observations. For more accurate drought evaluation, all stations were classified into different clusters using the K-means clustering algorithm based on ground-based nSPI. Then, four Individual Artificial Intelligence (IAI) models, including Adaptive Neuro-Fuzzy Inference System (ANFIS), Group Method of Data Handling (GMDH), Multi-Layer Perceptron (MLP), and General Regression Neural Network (GRNN), were developed for drought modeling within each cluster. Finally, two advanced fusion-based methods, including Multi-Model Super Ensemble (MMSE) as a linear weighted model and a nonlinear model called machine learning Random Forest (RF), combined results by IAI models using different remotely sensed datasets. The proposed framework was implemented to simulate each remotely sensed precipitation data for the future based on CORDEX regional climate models (RCMs) under RCP4.5 and RCP8.5 scenarios for drought projection. The efficiency of IAI and fusion models was evaluated using statistical error metrics, including the coefficient of determination (R2), Mean Absolute Error (MAE), Mean Square Error (MSE), and Root Mean Square Error (RMSE). The proposed methodology was employed in the Gavkhooni basin of Iran, and results showed that the RF model with the lowest estimation error (RMSE of 0.391 and R2 of 0.810) had performed well compared to all other models. Finally, the resilience, vulnerability, and frequency of probability metrics indicated that the 12-month time scale of drought affected the basin more severely than other time scales. © 2021 Elsevier Ltd"
Assessment of transportation system disruption and accessibility to critical amenities during flooding: Iowa case study,"Natural disasters, such as flooding, can cause severe social, environmental, and economic damage to a community. Transportation infrastructure plays an essential role in flood response and recovery efforts. However, flooding may disturb road functionality and generate direct and indirect adverse impacts, including the loss of access to essential services. This paper presents a comprehensive analysis of flood impacts on road network topology and accessibility to amenities for major communities in the State of Iowa using graph-theoretic methods, including single-source shortest path analyses. We assessed the disruption of transportation networks on the accessibility to critical amenities (e.g., hospitals) under 100 and 500-year flood scenarios. Our analysis methodology leads toward the development of an integrated real-time decision support system that will allow decision-makers to explore “what if” flood scenarios to identify vulnerable areas and population in their authority. These analyses could promote possible improvements (e.g., temporary relocation of critical services) to mitigate the consequences of road system failure during flooding. Due to varying environmental conditions at specific locations and effects on road topology under flood events, the results show differential impacts in edge and node losses as well as access to critical services. Results indicate that floods can lead to edge losses of up to 18%, and not only large cities but also some small cities can experience significant vulnerability to flooding. Some new or reconstructed bridges have failed to operate during analyzed flood events. During the 100 and 500-year flood return periods, the total number of inaccessible bridges within the selected cities is 184 and 294, respectively. Our work found that the shortest path length to the closest critical amenity under baseline condition can flip to the second or higher-orders during flooding. Many critical amenities have been found at risk of flooding in the studied cities. © 2021 Elsevier B.V."
Data-Driven Classifier for Extreme Outage Prediction Based on Bayes Decision Theory,"The growing concern over catastrophic weather events, mostly as a direct result of climate changes, has underscored the need for expanding traditional power system contingency analyses to handle the associated risks of extreme power outages. To enable power system operators to make timely decisions when facing extreme events, we explore in this paper the viability of a classifier which uses the machine learning approach based on the Bayes decision theory as a means of predicting power system component outages. However, owing to an excessively imbalanced and largely sparse power component outage datasets, the corresponding classifier learning is a challenging problem in the data mining community. In the proposed approach, we apply a resampling method to overcome the class imbalance problem. The proposed classifier provides an effective framework that not only minimizes outage prediction errors for power system components, but also considers the cost of each preventive action according to its implication in extreme events. The outcome of the proposed model can be used for introducing operation-oriented preventive measures that allow the rescheduling of generation resources for maximizing the power system resilience. The performance of the proposed classifier is examined through numerical simulations by utilizing the confusion matrix. © 1969-2012 IEEE."
Modelling multi-hazard threats to cultural heritage sites and environmental sustainability: The present and future scenarios,"Cultural heritage sites, particularly those in mountainous regions face serious threats as mountains are hazardous places and many of them are located on shifting tectonic plates and live under the threat of earthquakes and related activities. Alongside, mountains are also exposed to atmospheric interactions and rainfall plays an important role in land movement activities through seepage of rainwater in fragile structures. Moreover, gravity pushing along with land use and climate change induced changing rainfall patterns and modification of slope lead to several hazards in mountainous regions. Environmental degradation in terms of soil erosion, loss of forests, and agricultural products are common phenomena in mountainous regions due to various multi-hazard threats. Therefore, it is necessary to conserve and management of our mountain environments as it is essential to the survival of the global ecosystem. Thus, the current research article focused on multi-hazard susceptibility mapping and evaluation of its risk assessment in some of the famous cultural heritage sites in the eastern Himalayan region of Sikkim state, India. Multi-hazard susceptibility mapping was carried out using boosted regression tree (BRT), Bayesian additive regression tree (BART) and Bayesian generalized linear model (BGLM) considering twenty-two conditioning factors and seismic activity, as this region is highly susceptible to earthquakes. The future climate and land use change were estimated using four representative concentration pathway (RCP) scenarios and Dynamic Conversion of Land-Use and its Effects (Dyna-CLUE) model respectively to identify future multi-hazard susceptibility areas and vulnerable cultural heritage sites. The novelty of this study is to a combination of machine learning, RCPs derived future climate and Dyna-CLUE induced future land use change estimation for multi-hazard modelling and identification of vulnerable cultural heritage sites. The result of this study will help land use planners and archaeologists to adopt proper management strategies for protecting the cultural heritage sites and maintaining environmental sustainability for the proper management of mountain resources. © 2021 Elsevier Ltd"
